timestamp,cpu_avg,memory_sum,requests_per_second,instance_count
1771919899.2280395,4.04,77.94,5.2,0
1771919909.2887623,3.203333333333333,77.7,4.4,0
1771919949.5043926,14.295,43.22,3.2,0
1771919985.0064282,26.59,11.24,0.0,0
1771919994.267454,7.7,11.45,3.4,0
1771920000.4121962,17.01,11.22,2.0,0
1771920006.4572508,20.3,11.37,2.4,0
1771920012.6625369,18.55,10.48,2.2,0
1771920018.7592926,18.03,10.32,2.6,0
1771920024.7934115,23.85,9.95,2.4,0
1771920033.264254,13.72,54.25,2.8,0
1771920041.3616304,14.79,52.169999999999995,3.0,0
1771920049.6924033,14.73,51.589999999999996,3.2,0
1771920057.9736452,17.05,49.72,3.2,0
1771920068.5935872,9.886666666666667,86.08,3.266666666666667,0
1771920078.8988805,9.486666666666666,83.55,3.4,0
1771920089.484228,11.296666666666667,79.15,3.4,0
1771920100.0092413,9.126666666666667,79.26,3.4,0
1771920110.297624,9.236666666666666,78.32,3.266666666666667,0
1771920120.601947,8.913333333333334,76.38,3.3333333333333335,0
1771920130.8873084,9.583333333333334,74.92,3.4,0
1771920141.4081662,9.716666666666667,73.27,3.4,0
1771920151.696547,9.450000000000001,73.05,3.4,0
1771920161.9678607,9.700000000000001,71.94,3.4,0
1771920172.205046,9.946666666666667,72.66,3.4,0
1771920182.4957428,10.076666666666666,72.7,3.266666666666667,0
1771920193.0985227,10.64,72.71000000000001,3.4,0
1771920203.4068408,10.57,72.55,3.3333333333333335,0
1771920213.4920166,9.293333333333335,72.34,3.2000000000000006,0
1771920223.6920779,9.483333333333334,72.1,3.266666666666667,0
1771920234.1049132,9.153333333333334,72.47,3.0,0
1771920244.3986893,8.863333333333332,72.24,2.7999999999999994,0
1771920254.6948977,7.253333333333333,72.59,2.6,0
1771920264.9068236,4.403333333333333,72.14,1.9333333333333333,0
1771920275.287281,6.413333333333334,72.34,2.0,0
1771920285.350611,7.293333333333333,72.14,1.4000000000000001,0
1771920295.3997087,0.01,71.39,1.2666666666666666,0
1771920305.4500647,0.9166666666666666,71.41,1.4000000000000001,0
1771920316.1926255,0.06999999999999999,71.39,0.8666666666666667,0
1771920356.9088168,12.899999999999999,39.65,1.8,0
1771920390.3596537,25.3,10.04,0.2,0
1771920400.1849613,25.46,9.77,3.4,0
1771920406.22053,23.38,9.79,2.4,0
1771920412.5707848,23.09,9.54,3.0,0
1771920420.9248402,8.559999999999999,50.84,3.0,0
1771920429.216559,13.16,51.129999999999995,3.1,0
1771920437.4646976,16.555,51.0,3.2,0
1771920445.864027,15.305,51.25,3.2,0
1771920456.6094904,8.913333333333332,83.19,3.2000000000000006,0
1771920467.0142531,9.023333333333333,82.81,3.2000000000000006,0
1771920477.369091,9.29,83.09,3.2000000000000006,0
1771920487.820311,8.946666666666667,83.07,3.2000000000000006,0
1771920498.2146163,8.943333333333333,82.72,3.1333333333333333,0
1771920508.7236342,9.446666666666665,83.19,3.2000000000000006,0
1771920519.1244428,8.716666666666667,83.07,3.2000000000000006,0
1771920529.8175476,10.463333333333333,83.32000000000001,3.0,0
1771920540.4152656,9.453333333333333,83.58,3.1333333333333333,0
1771920550.7669826,9.613333333333333,83.08,3.2000000000000006,0
1771920561.4664898,9.403333333333334,83.05,3.2000000000000006,0
1771920571.6166384,10.513333333333334,82.74,3.2000000000000006,0
1771920582.0696638,9.46,82.98,3.2000000000000006,0
1771920592.5173583,9.583333333333334,83.7,3.1333333333333333,0
1771920602.7714674,8.303333333333333,82.99000000000001,3.1333333333333333,0
1771920612.913343,7.776666666666667,82.99,2.6,0
1771920623.2454429,7.233333333333333,83.11,2.7999999999999994,0
1771920633.5137372,3.2466666666666666,83.23,2.3333333333333335,0
1771920643.5681038,3.3966666666666665,82.62,1.9333333333333333,0
1771920653.6214147,3.7066666666666666,82.75,1.4666666666666668,0
1771920663.6733465,4.08,82.75,1.5999999999999999,0
1771920704.416143,13.96,50.93000000000001,1.8,0
1771920712.4621902,4.62,50.699999999999996,1.1,0
1771920720.5096183,2.8899999999999997,50.68,1.2,0
1771920728.5584013,8.75,50.81,1.2999999999999998,0
1771920736.8095365,5.78,51.2,1.4,0
1771920745.062688,8.754999999999999,50.949999999999996,1.7000000000000002,0
1771920753.1090772,9.825,50.94,1.7000000000000002,0
1771920761.4136527,9.86,50.949999999999996,2.0,0
1771920769.6134255,10.605,50.83,2.6,0
1771920777.911992,13.095,50.980000000000004,2.3,0
1771920786.1089678,11.469999999999999,50.98,2.7,0
1771920794.4120421,14.809999999999999,51.08,2.9,0
1771920802.6167808,13.975000000000001,50.81,3.0,0
1771920811.0143461,14.475,50.71,3.0,0
1771920819.5659657,15.49,50.72,3.2,0
1771920827.8660104,16.395,50.589999999999996,3.2,0
1771920836.4651873,16.675,50.830000000000005,3.1,0
1771920844.9659235,16.175,50.54,3.2,0
1771920853.41451,13.425,51.08,3.1,0
1771920861.8634923,16.77,50.709999999999994,3.2,0
1771920870.36156,15.025,50.86,3.0,0
1771920878.6646898,16.095,50.95,3.2,0
1771920889.3661604,9.673333333333334,83.26,3.2000000000000006,0
1771920900.0135758,10.303333333333333,83.28999999999999,3.1333333333333333,0
1771920910.4562771,9.916666666666666,82.78999999999999,3.2000000000000006,0
1771920920.8770063,8.726666666666667,83.15,3.2000000000000006,0
1771920931.081697,10.406666666666666,82.92,3.2000000000000006,0
1771920941.569854,9.306666666666667,83.4,3.2000000000000006,0
1771920951.9157047,9.473333333333334,83.29,3.2000000000000006,0
1771920962.175193,9.88,83.05000000000001,3.2000000000000006,0
1771920972.3829427,9.383333333333333,83.04,3.2000000000000006,0
1771920982.519485,8.043333333333335,83.42,3.0,0
1771920992.7129598,8.983333333333334,83.04,2.8666666666666667,0
1771921003.0454495,9.116666666666667,83.04,2.466666666666667,0
1771921013.3556352,1.7833333333333332,83.17,2.2,0
1771921023.463852,6.263333333333333,83.03999999999999,2.0,0
1771921033.5119958,5.973333333333334,83.41,2.0,0
1771921073.559,10.879999999999999,51.13,1.6,0
1771921081.6117458,1.635,50.75,0.7,0
1771921089.6595027,0.28500000000000003,51.0,0.8,0
1771921098.007743,0.01,51.019999999999996,0.8,0
1771921132.4958675,27.22,10.0,0.0,0
1771921141.105894,25.12,9.9,3.4,0
1771921147.1402383,18.35,10.01,2.4,0
1771921153.1768866,23.4,9.88,2.6,0
1771921159.5802064,22.87,10.1,2.8,0
1771921167.8731143,15.675,42.160000000000004,2.8,0
1771921176.3902855,13.99,42.519999999999996,3.0,0
1771921184.6686435,12.93,42.97,3.2,0
1771921192.8434308,12.435,42.26,3.2,0
1771921201.185036,17.369999999999997,42.730000000000004,3.4,0
1771921209.5913067,11.9,42.65,3.4,0
1771921218.0625274,16.245,42.25,3.2,0
1771921226.4703212,12.51,41.92,3.4,0
1771921234.8717625,16.615000000000002,42.09,3.2,0
1771921243.3394303,12.32,42.089999999999996,3.2,0
1771921251.773827,16.92,42.43,3.2,0
1771921260.1849291,12.475000000000001,41.82,3.3,0
1771921268.6638439,16.475,42.550000000000004,3.4,0
1771921277.0660317,13.235,42.3,3.4,0
1771921285.4794269,16.87,42.2,3.4,0
1771921293.8808231,11.985,42.4,3.4,0
1771921302.280979,17.31,42.510000000000005,3.4,0
1771921310.7449534,12.31,42.56,3.2,0
1771921319.1729872,17.035,42.760000000000005,3.3,0
1771921327.5419128,12.565000000000001,42.239999999999995,3.4,0
1771921335.9783657,17.23,42.5,3.4,0
1771921344.0822237,14.280000000000001,42.33,3.3,0
1771921352.339687,11.785,42.75,3.2,0
1771921360.5393612,10.985,42.480000000000004,3.0,0
1771921368.6915543,13.375,42.85,2.9,0
1771921377.2657235,12.42,42.6,2.6,0
1771921385.76812,8.504999999999999,42.27,2.3,0
1771921393.9401453,9.29,42.62,2.2,0
1771921401.9949744,8.475000000000001,42.629999999999995,2.2,0
1771921410.0468051,9.780000000000001,42.51,1.9,0
1771921418.0951872,8.64,42.63,1.5,0
1771921426.2632618,1.215,42.75,1.5,0
1771921434.3097365,4.875,42.36,0.9,0
1771921442.3549442,4.1899999999999995,42.5,0.7,0
1771921475.6406655,25.55,9.98,0.0,0
1771921481.6842349,14.78,10.1,3.2,0
1771921487.9575124,17.5,10.11,1.2,0
1771921493.992824,17.62,9.79,1.2,0
1771921500.0263295,17.74,9.93,1.4,0
1771921506.1592052,14.96,10.29,2.0,0
1771921512.6615615,18.05,10.25,2.0,0
1771921518.795877,20.21,9.77,2.2,0
1771921524.8289094,23.2,9.79,2.4,0
1771921533.1252096,10.69,50.15,2.4,0
1771921541.3871055,10.645,50.290000000000006,2.8,0
1771921549.6818326,15.05,49.89,2.9,0
1771921557.8732674,12.24,50.26,3.2,0
1771921566.0665376,11.934999999999999,49.91,3.4,0
1771921574.3877225,16.88,50.15,3.4,0
1771921582.690704,13.3,50.04,3.4,0
1771921591.0055053,17.055,49.93,3.4,0
1771921599.3763285,12.775,50.03,3.4,0
1771921607.7032828,17.36,50.03,3.4,0
1771921616.0774624,12.48,50.42,3.4,0
1771921624.3857098,16.58,50.07000000000001,3.4,0
1771921632.7544985,12.3,50.67,3.4,0
1771921641.0806377,16.695,50.440000000000005,3.4,0
1771921649.4071531,12.024999999999999,50.9,3.4,0
1771921657.765418,17.3,48.29,3.4,0
1771921666.3809056,16.759999999999998,48.05,3.4,0
1771921675.0630739,17.37,48.9,3.4,0
1771921683.3779995,12.635,48.67,3.4,0
1771921691.681465,16.725,46.53,3.4,0
1771921700.0541475,12.105,46.91,3.4,0
1771921708.373649,16.215,47.02,3.4,0
1771921716.4991934,16.27,46.42,3.2,0
1771921724.7651596,14.985,46.55,3.2,0
1771921732.8590224,12.205000000000002,46.66,3.2,0
1771921741.0652003,12.25,46.43,3.0,0
1771921749.3544185,8.48,46.56,3.0,0
1771921757.6652734,12.36,46.69,2.5,0
1771921765.7655194,10.48,46.44,2.2,0
1771921774.0772264,6.074999999999999,46.08,2.2,0
1771921782.1301901,8.97,46.18,1.8,0
1771921790.2877455,8.655,46.31,1.5,0
1771921798.3340576,1.43,45.16,1.5,0
1771921806.378232,8.14,45.28,1.2,0
1771921814.5029695,6.385,45.290000000000006,1.4,0
1771921848.0700984,25.32,9.91,0.2,0
1771921854.6641245,0.01,10.03,3.2,0
1771921860.7054582,13.79,9.67,1.4,0
1771921866.7405412,17.67,9.67,1.2,0
1771921872.908141,9.11,9.68,1.4,0
1771921879.2582536,10.91,9.78,1.6,0
1771921885.4640129,7.54,9.82,1.8,0
1771921891.974762,17.6,9.49,2.0,0
1771921898.010048,15.19,9.28,2.0,0
1771921904.0432746,21.93,9.4,2.4,0
1771921910.2645307,22.36,9.55,2.6,0
1771921916.499875,22.6,9.58,3.0,0
1771921924.88071,13.3,49.82,3.0,0
1771921932.9271288,13.024999999999999,49.42,3.0,0
1771921941.089708,15.989999999999998,47.44,3.2,0
1771921949.5705812,11.965,47.91,3.4,0
1771921957.8905234,17.105,45.8,3.4,0
1771921966.2090836,12.055,45.92,3.4,0
1771921974.5106869,17.049999999999997,43.07000000000001,3.4,0
1771921982.867935,12.614999999999998,43.43000000000001,3.4,0
1771921991.1820338,17.265,43.3,3.4,0
1771921999.4847834,12.105,43.33,3.4,0
1771922007.7925012,16.885,43.06,3.4,0
1771922016.1016545,11.965,43.19,3.4,0
1771922024.4644115,17.0,42.97,3.4,0
1771922033.0233371,16.604999999999997,42.68,3.4,0
1771922041.6648102,17.045,42.92,3.4,0
1771922049.9823945,12.395,42.91,3.4,0
1771922058.292538,17.37,43.25,3.4,0
1771922066.611208,12.280000000000001,42.94,3.4,0
1771922074.9144385,16.95,42.83,3.4,0
1771922083.271508,12.41,42.58,3.4,0
1771922091.601678,17.1,42.959999999999994,3.4,0
1771922099.8653858,12.005,42.730000000000004,3.2,0
1771922107.9165115,14.565000000000001,40.51,3.0,0
1771922116.064922,12.895,40.18,2.9,0
1771922124.265503,13.74,39.92,2.7,0
1771922132.6654704,8.58,38.8,2.5,0
1771922140.8641877,10.41,37.12,2.7,0
1771922148.911716,8.795,35.31,2.2,0
1771922156.9575152,9.629999999999999,32.68,1.8,0
1771922165.2760832,8.925,29.59,1.6,0
1771922173.3194926,8.085,25.509999999999998,1.2,0
1771922181.412866,4.755,25.64,1.2,0
1771922189.4596403,0.01,25.13,1.1,0
1771922197.5158002,3.4,25.33,0.9,0
1771922205.5597084,0.11,25.22,1.2,0
1771922244.7902799,25.58,10.19,3.0,1
1771922251.1643171,4.86,9.98,1.8,1
1771922257.2858155,8.08,10.23,1.8,1
1771922263.8759844,12.16,9.68,2.0,1
1771922270.199,16.9,9.56,2.0,1
1771922276.234089,17.76,9.8,2.0,1
1771922282.574751,19.01,9.54,2.6,1
1771922288.8596156,20.27,9.79,2.6,1
1771922295.0874739,24.61,9.92,2.8,1
1771922301.3770134,24.59,9.67,3.2,1
1771922311.2100856,15.364999999999998,49.870000000000005,3.2,2
1771922319.5950174,15.565000000000001,42.5,3.2,2
1771922328.124589,15.575,29.060000000000002,3.2,2
1771922336.4916198,14.305,23.61,3.2,2
1771922348.0466058,15.050000000000002,58.82000000000001,3.2000000000000006,3
1771922358.5188746,9.413333333333334,55.830000000000005,3.2000000000000006,3
1771922368.9414637,9.65,49.11,3.2000000000000006,3
1771922379.4084017,9.58,44.95,3.2000000000000006,3
1771922389.8378909,9.72,44.45,3.2000000000000006,3
1771922400.3096933,9.639999999999999,39.06,3.2000000000000006,3
1771922410.7418776,9.633333333333333,38.31,3.2000000000000006,3
1771922421.2234027,9.76,38.07,3.2000000000000006,3
1771922431.6398723,9.606666666666667,37.96,3.2000000000000006,3
1771922442.102642,9.543333333333335,37.91,3.2000000000000006,3
1771922452.5397463,9.63,38.68,3.2000000000000006,3
1771922463.0121114,9.46,37.879999999999995,3.2000000000000006,3
1771922474.0782118,9.21,38.15,3.2000000000000006,3
1771922484.1368043,9.203333333333333,38.52,3.0666666666666664,3
1771922494.3381808,9.553333333333333,38.17,3.0,3
1771922504.53768,5.996666666666666,38.81,2.6666666666666665,3
1771922514.7698362,4.986666666666666,38.34,2.4,3
1771922525.142662,2.6666666666666665,38.13,2.2,3
1771922535.1957726,8.106666666666667,38.120000000000005,2.0,3
1771922545.4682012,7.916666666666667,38.38,1.5333333333333332,3
1771922555.7229102,4.510000000000001,37.92,1.3999999999999997,3
1771922565.7787347,5.843333333333334,37.47,0.9333333333333332,3
1771922575.8376083,4.17,37.53,0.7333333333333334,3
1771922614.6597803,10.24,23.58,1.7000000000000002,2
1771922622.7130134,2.73,23.72,1.2,2
1771922631.031321,1.345,23.95,1.5,2
1771922639.087637,8.065,23.5,2.0,2
1771922673.5122142,25.08,8.26,0.6,1
1771922684.5849571,25.6,8.14,3.4,1
1771922690.7599652,25.62,8.38,3.4,1
1771922697.178676,24.88,8.69,3.4,1
1771922707.2162576,15.42,50.54,3.2,2
1771922715.636552,12.435,43.86,3.2,2
1771922723.9889202,16.64,35.02,3.4,2
1771922732.3881838,13.07,28.520000000000003,3.4,2
1771922744.3792038,8.786666666666667,73.59,3.4,3
1771922754.901501,9.49,60.5,3.4,3
1771922765.4933994,10.616666666666665,58.67999999999999,3.4,3
1771922775.9900181,9.193333333333333,57.36,3.4,3
1771922786.5728798,9.343333333333334,56.1,3.4,3
1771922797.0522854,10.183333333333332,44.21,3.4,3
1771922807.5193226,8.953333333333333,37.94,3.4,3
1771922818.0686848,9.203333333333333,38.0,3.4,3
1771922828.2877202,9.333333333333334,36.89,3.4,3
1771922838.8433027,10.116666666666667,36.83,3.4,3
1771922849.0955267,8.806666666666667,36.65,3.266666666666667,3
1771922859.4685655,9.193333333333333,36.67,3.2000000000000006,3
1771922869.7123332,7.38,36.2,2.9333333333333336,3
1771922879.8016198,8.233333333333333,35.01,2.8666666666666667,3
1771922890.0743735,8.59,34.96,2.533333333333333,3
1771922900.4231222,3.5400000000000005,34.86,2.0,3
1771922910.4818199,5.1866666666666665,34.44,1.6000000000000003,3
1771922920.5434816,8.38,34.94,1.7333333333333334,3
1771922930.6161737,8.933333333333334,35.44,1.1333333333333333,3
1771922940.677093,0.11666666666666668,34.84,1.2,3
1771922950.7424495,0.09666666666666668,34.97,0.8666666666666667,3
1771922960.8684754,0.10333333333333333,34.85,1.2,3
1771923002.9766824,15.71,21.560000000000002,1.8,2
1771923037.6731472,25.3,7.45,0.4,1
1771923047.7841306,25.46,7.55,3.4,1
1771923054.365298,21.18,7.31,2.8,1
1771923060.598445,24.86,7.35,3.0,1
1771923069.4101925,17.049999999999997,50.54,3.2,2
1771923077.608465,16.585,50.54,3.2,2
1771923086.2132611,12.370000000000001,45.3,3.2,2
1771923094.6153932,16.07,39.19,3.4,2
1771923106.023422,9.54,80.67,3.266666666666667,3
1771923116.317339,10.046666666666667,72.02,3.4,3
1771923126.939133,8.81,60.38,3.4,3
1771923137.4735289,9.403333333333334,56.07,3.4,3
1771923148.124852,9.673333333333334,44.22,3.3333333333333335,3
1771923158.4250689,10.233333333333334,42.81,3.4,3
1771923168.720186,10.026666666666666,41.82,3.266666666666667,3
1771923179.3139882,8.756666666666668,38.25,3.4,3
1771923189.6216743,9.32,37.7,3.2000000000000006,3
1771923199.9412222,8.896666666666667,37.91,3.3333333333333335,3
1771923210.3071978,9.003333333333334,37.99,3.266666666666667,3
1771923220.6043258,8.946666666666667,37.86,3.4,3
1771923230.9218996,9.066666666666666,37.629999999999995,3.2000000000000006,3
1771923241.406901,8.62,38.11,3.2000000000000006,3
1771923251.5760117,8.963333333333333,37.63,2.6,3
1771923262.0155847,6.946666666666666,37.64,2.733333333333333,3
1771923272.212061,5.72,37.78,2.3333333333333335,3
1771923282.2953165,7.8066666666666675,37.31,1.9333333333333333,3
1771923292.7088962,4.01,36.57,1.8,3
1771923302.8485103,4.026666666666666,36.6,1.4666666666666668,3
1771923313.2151985,0.09666666666666668,36.37,1.3333333333333333,3
1771923357.3018022,15.05,22.89,1.9,2
1771923365.3520248,8.09,23.17,1.0,2
1771923373.4093826,7.57,22.8,1.5,2
1771923381.7672002,6.944999999999999,22.38,1.7000000000000002,2
1771923389.8359442,8.855,22.49,1.5,2
1771923397.9048498,4.255,22.38,1.6,2
1771923406.294576,9.07,23.13,2.4,2
1771923414.348095,8.989999999999998,22.63,2.5,2
1771923422.57909,12.16,22.64,2.4,2
1771923430.636526,12.459999999999999,22.43,3.0,2
1771923438.7054102,14.79,22.31,2.9,2
1771923447.1086397,17.295,21.36,3.2,2
1771923455.51847,12.775,21.48,3.4,2
1771923463.9260986,16.58,21.04,3.4,2
1771923472.426802,12.485,21.1,3.2,2
1771923480.9076068,16.455,21.35,3.2,2
1771923489.4129424,13.115,20.85,3.2,2
1771923497.8246763,16.145,21.34,3.3,2
1771923506.3076963,11.65,21.490000000000002,3.4,2
1771923514.70821,16.435000000000002,21.11,3.3,2
1771923523.125264,12.030000000000001,21.490000000000002,3.4,2
1771923531.62832,15.84,21.41,3.2,2
1771923540.104572,11.765,21.53,3.3,2
1771923548.520189,16.855,24.78,3.2,2
1771923556.993719,12.59,24.41,3.2,2
1771923565.475344,15.969999999999999,24.21,3.3,2
1771923573.8977785,12.719999999999999,23.84,3.3,2
1771923582.3921824,16.619999999999997,22.959999999999997,3.2,2
1771923590.8202412,12.379999999999999,23.05,3.2,2
1771923599.2680914,15.934999999999999,23.220000000000002,3.4,2
1771923607.5001378,15.05,23.22,3.2,2
1771923615.8074253,15.195,20.0,3.2,2
1771923624.0339422,9.16,21.689999999999998,3.0,2
1771923632.2699766,14.925,21.09,2.8,2
1771923640.547691,9.0,21.919999999999998,2.6,2
1771923648.611003,9.535,21.4,2.3,2
1771923656.998566,10.165,16.15,2.3,2
1771923665.4052935,4.87,15.81,2.0,2
1771923673.472171,7.06,16.06,1.4,2
1771923681.5240362,8.665,16.55,1.5,2
1771923689.5830514,3.17,15.370000000000001,1.4,2
1771923697.8724241,0.01,15.830000000000002,1.0,2
1771923706.0780056,8.399999999999999,16.46,1.2999999999999998,2
1771923742.6731696,25.36,6.89,0.6,1
1771923749.3896964,7.79,6.76,3.4,1
1771923755.4503875,9.48,6.77,1.4,1
1771923761.5586452,17.3,6.64,1.6,1
1771923767.695877,12.94,6.77,2.0,1
1771923774.100151,12.25,6.66,2.0,1
1771923780.193718,17.81,7.02,2.2,1
1771923786.3772554,19.51,6.65,2.2,1
1771923792.5598125,22.21,6.64,2.8,1
1771923798.8713768,17.53,7.14,2.6,1
1771923808.1890974,13.459999999999999,55.09,2.9,2
1771923816.6096082,13.84,46.63,3.1,2
1771923825.0680645,16.785,43.32,3.2,2
1771923833.4886234,11.934999999999999,39.660000000000004,3.2,2
1771923841.864046,16.1,39.53,3.4,2
1771923850.2978568,12.829999999999998,35.47,3.4,2
1771923858.7972136,16.825,25.73,3.2,2
1771923867.191891,12.21,21.619999999999997,3.4,2
1771923875.5725234,16.205,21.919999999999998,3.4,2
1771923883.9174533,12.190000000000001,22.049999999999997,3.4,2
1771923892.313528,17.314999999999998,21.93,3.4,2
1771923900.70745,12.885,22.66,3.4,2
1771923909.1112704,17.205,21.8,3.3,2
1771923917.4211478,12.215,22.68,3.4,2
1771923925.8164973,17.244999999999997,22.05,3.4,2
1771923934.212912,12.25,21.28,3.3,2
1771923942.6096175,17.09,21.259999999999998,3.4,2
1771923951.0059454,12.285,21.02,3.4,2
1771923959.4043882,17.16,20.91,3.4,2
1771923967.8004036,13.065000000000001,21.39,3.4,2
1771923975.9072356,12.8,21.419999999999998,3.4,2
1771923984.391393,12.745000000000001,21.06,3.2,2
1771923992.6090386,13.12,21.4,3.2,2
1771924000.804942,13.165,21.0,3.2,2
1771924009.0951185,10.58,21.259999999999998,2.7,2
1771924017.293513,9.435,21.16,2.3,2
1771924025.3501165,9.33,20.91,2.2,2
1771924033.4298475,8.27,21.77,1.9,2
1771924041.6916487,7.484999999999999,21.04,1.8,2
1771924049.997415,3.78,20.92,1.5,2
1771924058.2645254,4.77,20.93,1.4,2
1771924066.352729,0.75,20.69,1.5,2
1771924074.4140482,6.225,21.18,1.4,2
1771924109.0147116,26.9,6.65,0.0,1
1771924115.1855037,0.01,6.28,3.4,1
1771924121.2448523,0.01,6.52,1.2,1
1771924127.2905939,11.47,6.53,1.2,1
1771924133.3436542,0.01,6.27,1.6,1
1771924139.9713843,7.93,6.88,1.6,1
1771924146.3613284,15.62,6.76,2.0,1
1771924152.7893603,16.82,6.65,2.0,1
1771924159.0900817,13.58,6.28,2.4,1
1771924165.3052979,21.19,6.41,2.2,1
1771924171.3427477,24.1,6.41,2.8,1
1771924177.7687998,23.67,6.93,2.8,1
1771924183.9624834,21.31,6.45,2.8,1
1771924193.3745341,15.515,48.71,3.3,2
1771924201.6739888,14.895,48.260000000000005,3.2,2
